날짜,지역,차수,연령대,지표,값
2021-02-27,광주,2차,5-11세,건수,0.0
2021-02-27,광주,2차,5-11세,접종률,0.0
2021-02-27,광주,2차,65세이상,건수,0.0
2021-02-27,광주,2차,65세이상,접종률,0.0012741342257935734
2021-02-27,광주,2차,6개월-4세,건수,0.0
2021-02-27,광주,2차,6개월-4세,접종률,0.0
2021-02-27,광주,3차,12-64세,건수,0.0
2021-02-27,광주,3차,12-64세,접종률,0.0
2021-02-27,광주,3차,5-11세,건수,0.0
2021-02-27,광주,3차,5-11세,접종률,0.0
2021-02-27,광주,3차,65세이상,건수,0.0
2021-02-27,광주,3차,65세이상,접종률,0.0
2021-02-27,광주,3차,6개월-4세,건수,0.0
2021-02-27,광주,3차,6개월-4세,접종률,0.0
2021-02-27,대구,1차,12-64세,건수,19.0
2021-02-27,대구,1차,12-64세,접종률,0.040015310205643896
2021-02-27,대구,1차,5-11세,건수,0.0
2021-02-27,대구,1차,5-11세,접종률,0.0
2021-02-27,대구,1차,65세이상,건수,1.0
2021-02-27,대구,1차,65세이상,접종률,0.01172507887780336
2021-02-27,대구,1차,6개월-4세,건수,0.0
2021-02-27,대구,1차,6개월-4세,접종률,0.0
2021-02-27,대구,2차,12-64세,건수,0.0
2021-02-27,대구,2차,12-64세,접종률,0.013106463922428292
2021-02-27,대구,2차,5-11세,건수,0.0
2021-02-27,대구,2차,5-11세,접종률,0.0
2021-02-27,대구,2차,65세이상,건수,2.0
2021-02-27,대구,2차,65세이상,접종률,0.0068218640743583185
2021-02-27,대구,2차,6개월-4세,건수,0.0
2021-02-27,대구,2차,6개월-4세,접종률,0.0
2021-02-27,대구,3차,12-64세,건수,0.0
2021-02-27,대구,3차,12-64세,접종률,0.0
2021-02-27,대구,3차,5-11세,건수,0.0
2021-02-27,대구,3차,5-11세,접종률,0.0
2021-02-27,대구,3차,65세이상,건수,0.0
2021-02-27,대구,3차,65세이상,접종률,0.0
2021-02-27,대구,3차,6개월-4세,건수,0.0
2021-02-27,대구,3차,6개월-4세,접종률,0.0
2021-02-27,대전,1차,12-64세,건수,21.0
2021-02-27,대전,1차,12-64세,접종률,0.055661599701409326
2021-02-27,대전,1차,5-11세,건수,0.0
2021-02-27,대전,1차,5-11세,접종률,0.0
2021-02-27,대전,1차,65세이상,건수,2.0
2021-02-27,대전,1차,65세이상,접종률,0.025596541622820736
2021-02-27,대전,1차,6개월-4세,건수,0.0
2021-02-27,대전,1차,6개월-4세,접종률,0.0
2021-02-27,대전,2차,12-64세,건수,2.0
2021-02-27,대전,2차,12-64세,접종률,0.00805750278539536
2021-02-27,대전,2차,5-11세,건수,0.0
2021-02-27,대전,2차,5-11세,접종률,0.0
2021-02-27,대전,2차,65세이상,건수,1.0
2021-02-27,대전,2차,65세이상,접종률,0.005281826049153486
2021-02-27,대전,2차,6개월-4세,건수,0.0
2021-02-27,대전,2차,6개월-4세,접종률,0.0
2021-02-27,대전,3차,12-64세,건수,0.0
2021-02-27,대전,3차,12-64세,접종률,0.0
2021-02-27,대전,3차,5-11세,건수,0.0
2021-02-27,대전,3차,5-11세,접종률,0.0
2021-02-27,대전,3차,65세이상,건수,0.0
2021-02-27,대전,3차,65세이상,접종률,0.0
2021-02-27,대전,3차,6개월-4세,건수,0.0
2021-02-27,대전,3차,6개월-4세,접종률,0.0
2021-02-27,부산,1차,12-64세,건수,131.0
2021-02-27,부산,1차,12-64세,접종률,0.04023042951823411
2021-02-27,부산,1차,5-11세,건수,0.0
2021-02-27,부산,1차,5-11세,접종률,0.0
2021-02-27,부산,1차,65세이상,건수,12.0
2021-02-27,부산,1차,65세이상,접종률,0.017639842524314917
2021-02-27,부산,1차,6개월-4세,건수,0.0
2021-02-27,부산,1차,6개월-4세,접종률,0.0
2021-02-27,부산,2차,12-64세,건수,2.0
2021-02-27,부산,2차,12-64세,접종률,0.008521929693647443
2021-02-27,부산,2차,5-11세,건수,0.0
2021-02-27,부산,2차,5-11세,접종률,0.0
2021-02-27,부산,2차,65세이상,건수,1.0
2021-02-27,부산,2차,65세이상,접종률,0.0042763254604399805
2021-02-27,부산,2차,6개월-4세,건수,0.0
2021-02-27,부산,2차,6개월-4세,접종률,0.0
2021-02-27,부산,3차,12-64세,건수,0.0
2021-02-27,부산,3차,12-64세,접종률,0.0
2021-02-27,부산,3차,5-11세,건수,0.0
2021-02-27,부산,3차,5-11세,접종률,0.0
2021-02-27,부산,3차,65세이상,건수,0.0
2021-02-27,부산,3차,65세이상,접종률,0.0
2021-02-27,부산,3차,6개월-4세,건수,0.0
2021-02-27,부산,3차,6개월-4세,접종률,0.0
2021-02-27,서울,1차,12-64세,건수,381.0
2021-02-27,서울,1차,12-64세,접종률,0.05877999270837678
2021-02-27,서울,1차,5-11세,건수,0.0
2021-02-27,서울,1차,5-11세,접종률,0.0002295036066491785
2021-02-27,서울,1차,65세이상,건수,28.0
2021-02-27,서울,1차,65세이상,접종률,0.05472803240548835
2021-02-27,서울,1차,6개월-4세,건수,0.0
2021-02-27,서울,1차,6개월-4세,접종률,0.0
2021-02-27,서울,2차,12-64세,건수,21.0
2021-02-27,서울,2차,12-64세,접종률,0.01753861734480993
2021-02-27,서울,2차,5-11세,건수,0.0
2021-02-27,서울,2차,5-11세,접종률,0.0
2021-02-27,서울,2차,65세이상,건수,14.0
2021-02-27,서울,2차,65세이상,접종률,0.019943266046067786
2021-02-27,서울,2차,6개월-4세,건수,0.0
2021-02-27,서울,2차,6개월-4세,접종률,0.0
2021-02-27,서울,3차,12-64세,건수,0.0
2021-02-27,서울,3차,12-64세,접종률,0.0
2021-02-27,서울,3차,5-11세,건수,0.0
2021-02-27,서울,3차,5-11세,접종률,0.0
2021-02-27,서울,3차,65세이상,건수,0.0
2021-02-27,서울,3차,65세이상,접종률,0.0
2021-02-27,서울,3차,6개월-4세,건수,0.0
2021-02-27,서울,3차,6개월-4세,접종률,0.0
2021-02-27,세종,1차,12-64세,건수,7.0
2021-02-27,세종,1차,12-64세,접종률,0.046348569118610516
2021-02-27,세종,1차,5-11세,건수,0.0
2021-02-27,세종,1차,5-11세,접종률,0.0
2021-02-27,세종,1차,65세이상,건수,1.0
2021-02-27,세종,1차,65세이상,접종률,0.04208655802099652
2021-02-27,세종,1차,6개월-4세,건수,0.0
2021-02-27,세종,1차,6개월-4세,접종률,0.0
2021-02-27,세종,2차,12-64세,건수,0.0
2021-02-27,세종,2차,12-64세,접종률,0.008363651570275582
2021-02-27,세종,2차,5-11세,건수,0.0
2021-02-27,세종,2차,5-11세,접종률,0.0
2021-02-27,세종,2차,65세이상,건수,0.0
2021-02-27,세종,2차,65세이상,접종률,0.009352568449110338
2021-02-27,세종,2차,6개월-4세,건수,0.0
2021-02-27,세종,2차,6개월-4세,접종률,0.0
2021-02-27,세종,3차,12-64세,건수,0.0
2021-02-27,세종,3차,12-64세,접종률,0.0
2021-02-27,세종,3차,5-11세,건수,0.0
2021-02-27,세종,3차,5-11세,접종률,0.0
2021-02-27,세종,3차,65세이상,건수,0.0
2021-02-27,세종,3차,65세이상,접종률,0.0
2021-02-27,세종,3차,6개월-4세,건수,0.0
2021-02-27,세종,3차,6개월-4세,접종률,0.0
2021-02-27,울산,1차,12-64세,건수,22.0
2021-02-27,울산,1차,12-64세,접종률,0.02952454721058772
2021-02-27,울산,1차,5-11세,건수,0.0
2021-02-27,울산,1차,5-11세,접종률,0.0
2021-02-27,울산,1차,65세이상,건수,0.0
2021-02-27,울산,1차,65세이상,접종률,0.0079244684945774
2021-02-27,울산,1차,6개월-4세,건수,0.0
2021-02-27,울산,1차,6개월-4세,접종률,0.0
2021-02-27,울산,2차,12-64세,건수,1.0
2021-02-27,울산,2차,12-64세,접종률,0.007769617686996768
2021-02-27,울산,2차,5-11세,건수,0.0
2021-02-27,울산,2차,5-11세,접종률,0.0
2021-02-27,울산,2차,65세이상,건수,0.0
2021-02-27,울산,2차,65세이상,접종률,0.004528267711187086
2021-02-27,울산,2차,6개월-4세,건수,0.0
2021-02-27,울산,2차,6개월-4세,접종률,0.0
2021-02-27,울산,3차,12-64세,건수,0.0
2021-02-27,울산,3차,12-64세,접종률,0.0
2021-02-27,울산,3차,5-11세,건수,0.0
2021-02-27,울산,3차,5-11세,접종률,0.0
2021-02-27,울산,3차,65세이상,건수,0.0
2021-02-27,울산,3차,65세이상,접종률,0.0
2021-02-27,울산,3차,6개월-4세,건수,0.0
2021-02-27,울산,3차,6개월-4세,접종률,0.0
2021-02-27,인천,1차,12-64세,건수,42.0
2021-02-27,인천,1차,12-64세,접종률,0.04791088754694458
2021-02-27,인천,1차,5-11세,건수,0.0
2021-02-27,인천,1차,5-11세,접종률,0.0
2021-02-27,인천,1차,65세이상,건수,5.0
2021-02-27,인천,1차,65세이상,접종률,0.03816633729050977
2021-02-27,인천,1차,6개월-4세,건수,0.0
2021-02-27,인천,1차,6개월-4세,접종률,0.0
2021-02-27,인천,2차,12-64세,건수,0.0
2021-02-27,인천,2차,12-64세,접종률,0.006696737565192066
2021-02-27,인천,2차,5-11세,건수,0.0
2021-02-27,인천,2차,5-11세,접종률,0.0
2021-02-27,인천,2차,65세이상,건수,2.0
2021-02-27,인천,2차,65세이상,접종률,0.009791364016937061
2021-02-27,인천,2차,6개월-4세,건수,0.0
2021-02-27,인천,2차,6개월-4세,접종률,0.0
2021-02-27,인천,3차,12-64세,건수,0.0
2021-02-27,인천,3차,12-64세,접종률,0.0
2021-02-27,인천,3차,5-11세,건수,0.0
2021-02-27,인천,3차,5-11세,접종률,0.0
2021-02-27,인천,3차,65세이상,건수,0.0
2021-02-27,인천,3차,65세이상,접종률,0.0
2021-02-27,인천,3차,6개월-4세,건수,0.0
2021-02-27,인천,3차,6개월-4세,접종률,0.0
2021-02-27,전남,1차,12-64세,건수,70.0
2021-02-27,전남,1차,12-64세,접종률,0.1672162935689495
2021-02-27,전남,1차,5-11세,건수,0.0
2021-02-27,전남,1차,5-11세,접종률,0.0
2021-02-27,전남,1차,65세이상,건수,5.0
2021-02-27,전남,1차,65세이상,접종률,0.04236582574366779
2021-02-27,전남,1차,6개월-4세,건수,0.0
2021-02-27,전남,1차,6개월-4세,접종률,0.0
2021-02-27,전남,2차,12-64세,건수,0.0
2021-02-27,전남,2차,12-64세,접종률,0.0037417867780222412
2021-02-27,전남,2차,5-11세,건수,0.0
2021-02-27,전남,2차,5-11세,접종률,0.0
2021-02-27,전남,2차,65세이상,건수,2.0
2021-02-27,전남,2차,65세이상,접종률,0.002529303029472704
2021-02-27,전남,2차,6개월-4세,건수,0.0
2021-02-27,전남,2차,6개월-4세,접종률,0.0
2021-02-27,전남,3차,12-64세,건수,0.0
2021-02-27,전남,3차,12-64세,접종률,0.0
2021-02-27,전남,3차,5-11세,건수,0.0
2021-02-27,전남,3차,5-11세,접종률,0.0
2021-02-27,전남,3차,65세이상,건수,0.0
2021-02-27,전남,3차,65세이상,접종률,0.0
2021-02-27,전남,3차,6개월-4세,건수,0.0
2021-02-27,전남,3차,6개월-4세,접종률,0.0
2021-02-27,전북,1차,12-64세,건수,26.0
2021-02-27,전북,1차,12-64세,접종률,0.12216451894027927
2021-02-27,전북,1차,5-11세,건수,0.0
2021-02-27,전북,1차,5-11세,접종률,0.0
2021-02-27,전북,1차,65세이상,건수,2.0
2021-02-27,전북,1차,65세이상,접종률,0.03881594888527652
2021-02-27,전북,1차,6개월-4세,건수,0.0
2021-02-27,전북,1차,6개월-4세,접종률,0.0
2021-02-27,전북,2차,12-64세,건수,1.0
2021-02-27,전북,2차,12-64세,접종률,0.01911535858240501
2021-02-27,전북,2차,5-11세,건수,0.0
2021-02-27,전북,2차,5-11세,접종률,0.0
2021-02-27,전북,2차,65세이상,건수,0.0
2021-02-27,전북,2차,65세이상,접종률,0.012703401453363227
2021-02-27,전북,2차,6개월-4세,건수,0.0
2021-02-27,전북,2차,6개월-4세,접종률,0.0
2021-02-27,전북,3차,12-64세,건수,0.0
2021-02-27,전북,3차,12-64세,접종률,0.0
2021-02-27,전북,3차,5-11세,건수,0.0
2021-02-27,전북,3차,5-11세,접종률,0.0
2021-02-27,전북,3차,65세이상,건수,0.0
2021-02-27,전북,3차,65세이상,접종률,0.0
2021-02-27,전북,3차,6개월-4세,건수,0.0
2021-02-27,전북,3차,6개월-4세,접종률,0.0
2021-02-27,제주,1차,12-64세,건수,1.0
2021-02-27,제주,1차,12-64세,접종률,0.06406884227806697
2021-02-27,제주,1차,5-11세,건수,0.0
2021-02-27,제주,1차,5-11세,접종률,0.0
2021-02-27,제주,1차,65세이상,건수,0.0
2021-02-27,제주,1차,65세이상,접종률,0.03381359636462603
2021-02-27,제주,1차,6개월-4세,건수,0.0
2021-02-27,제주,1차,6개월-4세,접종률,0.0
2021-02-27,제주,2차,12-64세,건수,0.0
2021-02-27,제주,2차,12-64세,접종률,0.005322012457603006
2021-02-27,제주,2차,5-11세,건수,0.0
2021-02-27,제주,2차,5-11세,접종률,0.0
2021-02-27,제주,2차,65세이상,건수,0.0
2021-02-27,제주,2차,65세이상,접종률,0.014844993525933377
2021-02-27,제주,2차,6개월-4세,건수,0.0
2021-02-27,제주,2차,6개월-4세,접종률,0.0
2021-02-27,제주,3차,12-64세,건수,0.0
2021-02-27,제주,3차,12-64세,접종률,0.0
2021-02-27,제주,3차,5-11세,건수,0.0
2021-02-27,제주,3차,5-11세,접종률,0.0
2021-02-27,제주,3차,65세이상,건수,0.0
2021-02-27,제주,3차,65세이상,접종률,0.0
2021-02-27,제주,3차,6개월-4세,건수,0.0
2021-02-27,제주,3차,6개월-4세,접종률,0.0
2021-02-27,충남,1차,12-64세,건수,16.0
2021-02-27,충남,1차,12-64세,접종률,0.09654086549289288
2021-02-27,충남,1차,5-11세,건수,0.0
2021-02-27,충남,1차,5-11세,접종률,0.0
2021-02-27,충남,1차,65세이상,건수,0.0
2021-02-27,충남,1차,65세이상,접종률,0.04379857883417335
2021-02-27,충남,1차,6개월-4세,건수,0.0
2021-02-27,충남,1차,6개월-4세,접종률,0.0
2021-02-27,충남,2차,12-64세,건수,1.0
2021-02-27,충남,2차,12-64세,접종률,0.00840362687089945
2021-02-27,충남,2차,5-11세,건수,0.0
2021-02-27,충남,2차,5-11세,접종률,0.0
2021-02-27,충남,2차,65세이상,건수,0.0
2021-02-27,충남,2차,65세이상,접종률,0.005447584432111113
2021-02-27,충남,2차,6개월-4세,건수,0.0
2021-02-27,충남,2차,6개월-4세,접종률,0.0
2021-02-27,충남,3차,12-64세,건수,0.0
2021-02-27,충남,3차,12-64세,접종률,0.0
2021-02-27,충남,3차,5-11세,건수,0.0
2021-02-27,충남,3차,5-11세,접종률,0.0
2021-02-27,충남,3차,65세이상,건수,0.0
2021-02-27,충남,3차,65세이상,접종률,0.0
2021-02-27,충남,3차,6개월-4세,건수,0.0
2021-02-27,충남,3차,6개월-4세,접종률,0.0
2021-02-27,충북,1차,12-64세,건수,25.0
2021-02-27,충북,1차,12-64세,접종률,0.06500991489530843
2021-02-27,충북,1차,5-11세,건수,0.0
2021-02-27,충북,1차,5-11세,접종률,0.0
2021-02-27,충북,1차,65세이상,건수,2.0
2021-02-27,충북,1차,65세이상,접종률,0.031047463810299995
2021-02-27,충북,1차,6개월-4세,건수,0.0
2021-02-27,충북,1차,6개월-4세,접종률,0.0
2021-02-27,충북,2차,12-64세,건수,0.0
2021-02-27,충북,2차,12-64세,접종률,0.0042397770583896795
2021-02-27,충북,2차,5-11세,건수,0.0
2021-02-27,충북,2차,5-11세,접종률,0.0
2021-02-27,충북,2차,65세이상,건수,0.0
2021-02-27,충북,2차,65세이상,접종률,0.004477999588024038
2021-02-27,충북,2차,6개월-4세,건수,0.0
2021-02-27,충북,2차,6개월-4세,접종률,0.0
2021-02-27,충북,3차,12-64세,건수,0.0
2021-02-27,충북,3차,12-64세,접종률,0.0
2021-02-27,충북,3차,5-11세,건수,0.0
2021-02-27,충북,3차,5-11세,접종률,0.0
2021-02-27,충북,3차,65세이상,건수,0.0
2021-02-27,충북,3차,65세이상,접종률,0.0
2021-02-27,충북,3차,6개월-4세,건수,0.0
2021-02-27,충북,3차,6개월-4세,접종률,0.0
2021-02-28,강원,1차,12-64세,건수,7.0
2021-02-28,강원,1차,12-64세,접종률,0.07704382352093256
2021-02-28,강원,1차,5-11세,건수,0.0
2021-02-28,강원,1차,5-11세,접종률,0.0012985832456789644
2021-02-28,강원,1차,65세이상,건수,0.0
2021-02-28,강원,1차,65세이상,접종률,0.029050194391954998
2021-02-28,강원,1차,6개월-4세,건수,0.0
2021-02-28,강원,1차,6개월-4세,접종률,0.0
2021-02-28,강원,2차,12-64세,건수,1.0
2021-02-28,강원,2차,12-64세,접종률,0.0067599741928044054
2021-02-28,강원,2차,5-11세,건수,0.0
2021-02-28,강원,2차,5-11세,접종률,0.0012985832456789644
2021-02-28,강원,2차,65세이상,건수,0.0
2021-02-28,강원,2차,65세이상,접종률,0.006244434308551074
2021-02-28,강원,2차,6개월-4세,건수,0.0
2021-02-28,강원,2차,6개월-4세,접종률,0.0
2021-02-28,강원,3차,12-64세,건수,0.0
2021-02-28,강원,3차,12-64세,접종률,0.0
2021-02-28,강원,3차,5-11세,건수,0.0
2021-02-28,강원,3차,5-11세,접종률,0.0
2021-02-28,강원,3차,65세이상,건수,0.0
2021-02-28,강원,3차,65세이상,접종률,0.0
2021-02-28,강원,3차,6개월-4세,건수,0.0
2021-02-28,강원,3차,6개월-4세,접종률,0.0
2021-02-28,경기,1차,12-64세,건수,90.0
2021-02-28,경기,1차,12-64세,접종률,0.059613279751813276
2021-02-28,경기,1차,5-11세,건수,0.0
2021-02-28,경기,1차,5-11세,접종률,0.0003524220794782274
2021-02-28,경기,1차,65세이상,건수,8.0
2021-02-28,경기,1차,65세이상,접종률,0.05184534229421035
2021-02-28,경기,1차,6개월-4세,건수,0.0
2021-02-28,경기,1차,6개월-4세,접종률,0.0
2021-02-28,경기,2차,12-64세,건수,12.0
2021-02-28,경기,2차,12-64세,접종률,0.015051026283718355
2021-02-28,경기,2차,5-11세,건수,0.0
2021-02-28,경기,2차,5-11세,접종률,0.00011747402649274246
2021-02-28,경기,2차,65세이상,건수,8.0
2021-02-28,경기,2차,65세이상,접종률,0.019189814478128536
2021-02-28,경기,2차,6개월-4세,건수,0.0
2021-02-28,경기,2차,6개월-4세,접종률,0.0
2021-02-28,경기,3차,12-64세,건수,0.0
2021-02-28,경기,3차,12-64세,접종률,0.0
2021-02-28,경기,3차,5-11세,건수,0.0
2021-02-28,경기,3차,5-11세,접종률,0.0
2021-02-28,경기,3차,65세이상,건수,0.0
2021-02-28,경기,3차,65세이상,접종률,0.0
2021-02-28,경기,3차,6개월-4세,건수,0.0
2021-02-28,경기,3차,6개월-4세,접종률,0.0
2021-02-28,경남,1차,12-64세,건수,12.0
2021-02-28,경남,1차,12-64세,접종률,0.053134871064846996
2021-02-28,경남,1차,5-11세,건수,0.0
2021-02-28,경남,1차,5-11세,접종률,0.0
2021-02-28,경남,1차,65세이상,건수,1.0
2021-02-28,경남,1차,65세이상,접종률,0.01587044966768465
2021-02-28,경남,1차,6개월-4세,건수,0.0
2021-02-28,경남,1차,6개월-4세,접종률,0.0
2021-02-28,경남,2차,12-64세,건수,1.0
2021-02-28,경남,2차,12-64세,접종률,0.005568154644488434
2021-02-28,경남,2차,5-11세,건수,0.0
2021-02-28,경남,2차,5-11세,접종률,0.0
2021-02-28,경남,2차,65세이상,건수,1.0
2021-02-28,경남,2차,65세이상,접종률,0.004301336825821073
2021-02-28,경남,2차,6개월-4세,건수,0.0
2021-02-28,경남,2차,6개월-4세,접종률,0.0
2021-02-28,경남,3차,12-64세,건수,0.0
2021-02-28,경남,3차,12-64세,접종률,0.0
2021-02-28,경남,3차,5-11세,건수,0.0
2021-02-28,경남,3차,5-11세,접종률,0.0
2021-02-28,경남,3차,65세이상,건수,0.0
2021-02-28,경남,3차,65세이상,접종률,0.0
2021-02-28,경남,3차,6개월-4세,건수,0.0
2021-02-28,경남,3차,6개월-4세,접종률,0.0
2021-02-28,경북,1차,12-64세,건수,3.0
2021-02-28,경북,1차,12-64세,접종률,0.035324812804381656
2021-02-28,경북,1차,5-11세,건수,0.0
2021-02-28,경북,1차,5-11세,접종률,0.0
2021-02-28,경북,1차,65세이상,건수,1.0
2021-02-28,경북,1차,65세이상,접종률,0.012436322878426286
2021-02-28,경북,1차,6개월-4세,건수,0.0
2021-02-28,경북,1차,6개월-4세,접종률,0.0
2021-02-28,경북,2차,12-64세,건수,1.0
2021-02-28,경북,2차,12-64세,접종률,0.009492824287822433
2021-02-28,경북,2차,5-11세,건수,0.0
2021-02-28,경북,2차,5-11세,접종률,0.0
2021-02-28,경북,2차,65세이상,건수,0.0
2021-02-28,경북,2차,65세이상,접종률,0.0036207015975165133
2021-02-28,경북,2차,6개월-4세,건수,0.0
2021-02-28,경북,2차,6개월-4세,접종률,0.0
2021-02-28,경북,3차,12-64세,건수,0.0
2021-02-28,경북,3차,12-64세,접종률,0.0
2021-02-28,경북,3차,5-11세,건수,0.0
2021-02-28,경북,3차,5-11세,접종률,0.0
2021-02-28,경북,3차,65세이상,건수,0.0
2021-02-28,경북,3차,65세이상,접종률,0.0
2021-02-28,경북,3차,6개월-4세,건수,0.0
2021-02-28,경북,3차,6개월-4세,접종률,0.0
2021-02-28,광주,1차,12-64세,건수,1.0
2021-02-28,광주,1차,12-64세,접종률,0.31886525884411343
